ET Cell ID	ET Cell Name	Ref ET MET ID	Met Latitude	Met Longitude	Met Elevation (feet)	Area weighted average Permeability - in/hr	Area weighted average WHC - in/ft	Average soil depth - in	Hydrologic Group (A-C) (A='coarse'  B='medium')	Hydrologic Group  (1-3) (1='coarse' 2='medium')	Aridity Rating (fromHuntington plus google)	Ref ET Data Path
1600	1600	118256	  45.8580	-106.2250	2829.00	-999	1.8000	60	B	2	50	
1601	1601	141805	  45.1500	-106.7670	3615.49	-999	1.9200	60	B	2	50	
1602	1602	141805	  45.1500	-106.7670	3615.49	-999	1.9200	60	B	2	50	
1603	1603	141805	  45.1500	-106.7670	3615.49	-999	1.9200	60	B	2	50	
1604	1604	141805	  45.1500	-106.7670	3615.49	-999	1.9200	60	B	2	50	
1605	1605	141806	  45.1500	-106.7250	3565.75	-999	1.9200	60	B	2	50	
1606	1606	141806	  45.1500	-106.7250	3565.75	-999	1.7761	60	B	2	50	
1607	1607	141806	  45.1500	-106.7250	3565.75	-999	1.9200	60	B	2	50	
1608	1608	141806	  45.1500	-106.7250	3565.75	-999	1.6840	60	B	2	50	
1609	1609	140420	  45.1920	-106.7250	3532.81	-999	1.8000	60	B	2	50	
161	161	159821	  44.6080	-106.8500	4499.34	-999	1.6800	60	B	2	50	
1610	1610	145962	  45.0250	-106.8080	3484.51	-999	1.9200	60	B	2	50	
1611	1611	147346	  44.9830	-106.8920	3571.00	-999	1.9200	60	B	2	50	
1612	1612	145962	  45.0250	-106.8080	3484.51	-999	1.9200	60	B	2	50	
1613	1613	145962	  45.0250	-106.8080	3484.51	-999	1.9200	60	B	2	50	
1614	1614	147347	  44.9830	-106.8500	3585.96	-999	1.9200	60	B	2	50	
1615	1615	145962	  45.0250	-106.8080	3484.51	-999	1.9200	60	B	2	50	
1616	1616	147346	  44.9830	-106.8920	3571.00	-999	1.9200	60	B	2	50	
1617	1617	145962	  45.0250	-106.8080	3484.51	-999	1.9200	60	B	2	50	
1618	1618	118257	  45.8580	-106.1830	2829.79	-999	1.8000	60	B	2	50	
1619	1619	116871	  45.9000	-106.1830	2806.30	-999	1.8000	60	B	2	50	
162	162	159820	  44.6080	-106.8920	4945.67	-999	1.6800	60	B	2	50	
1620	1620	116871	  45.9000	-106.1830	2806.30	-999	1.8000	60	B	2	50	
1621	1621	118257	  45.8580	-106.1830	2829.79	-999	1.8000	60	B	2	50	
1622	1622	116871	  45.9000	-106.1830	2806.30	-999	1.8000	60	B	2	50	
1623	1623	116871	  45.9000	-106.1830	2806.30	-999	1.8000	60	B	2	50	
1624	1624	116871	  45.9000	-106.1830	2806.30	-999	1.8000	60	B	2	50	
1625	1625	116871	  45.9000	-106.1830	2806.30	-999	1.8000	60	B	2	50	
1626	1626	116871	  45.9000	-106.1830	2806.30	-999	1.5707	60	B	2	50	
1627	1627	116871	  45.9000	-106.1830	2806.30	-999	1.5826	60	B	2	50	
1628	1628	116871	  45.9000	-106.1830	2806.30	-999	1.8000	60	B	2	50	
1629	1629	116871	  45.9000	-106.1830	2806.30	-999	1.8000	60	B	2	50	
163	163	159822	  44.6080	-106.8080	4464.83	-999	1.6800	60	B	2	50	
1630	1630	116871	  45.9000	-106.1830	2806.30	-999	1.8000	60	B	2	50	
1631	1631	116871	  45.9000	-106.1830	2806.30	-999	1.8000	60	B	2	50	
1632	1632	116871	  45.9000	-106.1830	2806.30	-999	1.8000	60	B	2	50	
1633	1633	116871	  45.9000	-106.1830	2806.30	-999	1.8000	60	B	2	50	
1634	1634	116872	  45.9000	-106.1420	2775.72	-999	1.7679	60	B	2	50	
1635	1635	116872	  45.9000	-106.1420	2775.72	-999	1.7944	60	B	2	50	
1636	1636	116872	  45.9000	-106.1420	2775.72	-999	1.8000	60	B	2	50	
1637	1637	116872	  45.9000	-106.1420	2775.72	-999	1.8000	60	B	2	50	
1638	1638	116871	  45.9000	-106.1830	2806.30	-999	1.8000	60	B	2	50	
1639	1639	116871	  45.9000	-106.1830	2806.30	-999	1.8000	60	B	2	50	
164	164	159820	  44.6080	-106.8920	4945.67	-999	1.5600	60	B	2	50	
1640	1640	116871	  45.9000	-106.1830	2806.30	-999	1.8000	60	B	2	50	
1641	1641	116872	  45.9000	-106.1420	2775.72	-999	1.6800	60	B	2	50	
1642	1642	116872	  45.9000	-106.1420	2775.72	-999	1.6800	60	B	2	50	
1643	1643	116872	  45.9000	-106.1420	2775.72	-999	1.8000	60	B	2	50	
1644	1644	116872	  45.9000	-106.1420	2775.72	-999	1.8000	60	B	2	50	
1645	1645	116872	  45.9000	-106.1420	2775.72	-999	1.8000	60	B	2	50	
1646	1646	116872	  45.9000	-106.1420	2775.72	-999	1.8000	60	B	2	50	
1647	1647	116872	  45.9000	-106.1420	2775.72	-999	1.7029	60	B	2	50	
1648	1648	116871	  45.9000	-106.1830	2806.30	-999	1.8209	60	B	2	50	
1649	1649	115486	  45.9420	-106.1420	2818.90	-999	1.8332	60	B	2	50	
165	165	159821	  44.6080	-106.8500	4499.34	-999	1.6800	60	B	2	50	
1650	1650	115486	  45.9420	-106.1420	2818.90	-999	1.8096	60	B	2	50	
1651	1651	116872	  45.9000	-106.1420	2775.72	-999	1.8229	60	B	2	50	
1652	1652	115486	  45.9420	-106.1420	2818.90	-999	1.8873	60	B	2	50	
1653	1653	115486	  45.9420	-106.1420	2818.90	-999	1.8000	60	B	2	50	
1654	1654	115487	  45.9420	-106.1000	2734.38	-999	1.8000	60	B	2	50	
1655	1655	115486	  45.9420	-106.1420	2818.90	-999	1.9191	60	B	2	50	
1656	1656	115486	  45.9420	-106.1420	2818.90	-999	1.8000	60	B	2	50	
1657	1657	115486	  45.9420	-106.1420	2818.90	-999	1.8000	60	B	2	50	
1658	1658	115486	  45.9420	-106.1420	2818.90	-999	1.8000	60	B	2	50	
1659	1659	115486	  45.9420	-106.1420	2818.90	-999	1.8000	60	B	2	50	
166	166	159820	  44.6080	-106.8920	4945.67	-999	1.6800	60	B	2	50	
1660	1660	115486	  45.9420	-106.1420	2818.90	-999	1.8000	60	B	2	50	
1661	1661	115487	  45.9420	-106.1000	2734.38	-999	1.8000	60	B	2	50	
1662	1662	115487	  45.9420	-106.1000	2734.38	-999	1.8000	60	B	2	50	
1663	1663	115487	  45.9420	-106.1000	2734.38	-999	1.8000	60	B	2	50	
1664	1664	115487	  45.9420	-106.1000	2734.38	-999	1.8000	60	B	2	50	
1665	1665	115487	  45.9420	-106.1000	2734.38	-999	1.8000	60	B	2	50	
1666	1666	115486	  45.9420	-106.1420	2818.90	-999	1.8000	60	B	2	50	
1667	1667	115486	  45.9420	-106.1420	2818.90	-999	1.9200	60	B	2	50	
1668	1668	115486	  45.9420	-106.1420	2818.90	-999	1.9200	60	B	2	50	
1669	1669	115486	  45.9420	-106.1420	2818.90	-999	1.8624	60	B	2	50	
167	167	147339	  44.9830	-107.1830	4465.75	-999	1.6800	60	B	2	50	
1670	1670	115486	  45.9420	-106.1420	2818.90	-999	1.9200	60	B	2	50	
1671	1671	115486	  45.9420	-106.1420	2818.90	-999	1.9200	60	B	2	50	
1672	1672	115486	  45.9420	-106.1420	2818.90	-999	1.9200	60	B	2	50	
1673	1673	115486	  45.9420	-106.1420	2818.90	-999	1.9062	60	B	2	50	
1674	1674	115486	  45.9420	-106.1420	2818.90	-999	1.9200	60	B	2	50	
1675	1675	115487	  45.9420	-106.1000	2734.38	-999	1.8000	60	B	2	50	
1676	1676	115487	  45.9420	-106.1000	2734.38	-999	1.8000	60	B	2	50	
1677	1677	115487	  45.9420	-106.1000	2734.38	-999	1.8132	60	B	2	50	
1678	1678	115487	  45.9420	-106.1000	2734.38	-999	1.7989	60	B	2	50	
1679	1679	115487	  45.9420	-106.1000	2734.38	-999	1.8000	60	B	2	50	
168	168	147347	  44.9830	-106.8500	3585.96	-999	1.9200	60	B	2	50	
1680	1680	115487	  45.9420	-106.1000	2734.38	-999	1.8750	60	B	2	50	
1681	1681	115487	  45.9420	-106.1000	2734.38	-999	1.8464	60	B	2	50	
1682	1682	115488	  45.9420	-106.0580	2756.30	-999	1.8000	60	B	2	50	
1683	1683	115487	  45.9420	-106.1000	2734.38	-999	1.8949	60	B	2	50	
1684	1684	115488	  45.9420	-106.0580	2756.30	-999	1.8595	60	B	2	50	
1685	1685	114102	  45.9830	-106.0580	2718.24	-999	1.8000	60	B	2	50	
1686	1686	114101	  45.9830	-106.1000	2816.54	-999	1.8684	60	B	2	50	
1687	1687	114101	  45.9830	-106.1000	2816.54	-999	1.9200	60	B	2	50	
1688	1688	114101	  45.9830	-106.1000	2816.54	-999	1.9098	60	B	2	50	
1689	1689	114102	  45.9830	-106.0580	2718.24	-999	1.8000	60	B	2	50	
169	169	147346	  44.9830	-106.8920	3571.00	-999	1.9200	60	B	2	50	
1690	1690	114101	  45.9830	-106.1000	2816.54	-999	1.9200	60	B	2	50	
1691	1691	114101	  45.9830	-106.1000	2816.54	-999	1.9200	60	B	2	50	
1692	1692	114101	  45.9830	-106.1000	2816.54	-999	1.9200	60	B	2	50	
1693	1693	114101	  45.9830	-106.1000	2816.54	-999	1.9200	60	B	2	50	
1694	1694	114102	  45.9830	-106.0580	2718.24	-999	1.8526	60	B	2	50	
1695	1695	114102	  45.9830	-106.0580	2718.24	-999	1.8000	60	B	2	50	
1696	1696	114102	  45.9830	-106.0580	2718.24	-999	1.6800	60	B	2	50	
1697	1697	114102	  45.9830	-106.0580	2718.24	-999	1.7243	60	B	2	50	
1698	1698	114102	  45.9830	-106.0580	2718.24	-999	1.8337	60	B	2	50	
1699	1699	114102	  45.9830	-106.0580	2718.24	-999	1.8000	60	B	2	50	
17	17	155658	  44.7330	-107.0580	4309.45	-999	1.8000	60	B	2	50	
170	170	147342	  44.9830	-107.0580	4249.08	-999	1.6800	60	B	2	50	
1700	1700	114102	  45.9830	-106.0580	2718.24	-999	1.8939	60	B	2	50	
1701	1701	114102	  45.9830	-106.0580	2718.24	-999	1.9200	60	B	2	50	
1702	1702	114103	  45.9830	-106.0170	2725.85	-999	1.8000	60	B	2	50	
1703	1703	114103	  45.9830	-106.0170	2725.85	-999	1.7492	60	B	2	50	
1704	1704	114103	  45.9830	-106.0170	2725.85	-999	1.6972	60	B	2	50	
1705	1705	114103	  45.9830	-106.0170	2725.85	-999	1.7104	60	B	2	50	
1706	1706	114103	  45.9830	-106.0170	2725.85	-999	1.8000	60	B	2	50	
1707	1707	114102	  45.9830	-106.0580	2718.24	-999	1.8440	60	B	2	50	
1708	1708	112716	  46.0250	-106.0580	2792.91	-999	1.6944	60	B	2	50	
1709	1709	112717	  46.0250	-106.0170	2711.55	-999	1.7580	60	B	2	50	
171	171	147347	  44.9830	-106.8500	3585.96	-999	1.9200	60	B	2	50	
1710	1710	114103	  45.9830	-106.0170	2725.85	-999	1.8000	60	B	2	50	
1711	1711	114103	  45.9830	-106.0170	2725.85	-999	1.8000	60	B	2	50	
1712	1712	112717	  46.0250	-106.0170	2711.55	-999	1.7464	60	B	2	50	
1713	1713	112717	  46.0250	-106.0170	2711.55	-999	1.7916	60	B	2	50	
1714	1714	112718	  46.0250	-105.9750	2669.16	-999	1.7998	60	B	2	50	
1715	1715	112718	  46.0250	-105.9750	2669.16	-999	1.8000	60	B	2	50	
1716	1716	112718	  46.0250	-105.9750	2669.16	-999	1.8000	60	B	2	50	
1717	1717	112718	  46.0250	-105.9750	2669.16	-999	1.7927	60	B	2	50	
1718	1718	112718	  46.0250	-105.9750	2669.16	-999	1.6947	60	B	2	50	
1719	1719	112718	  46.0250	-105.9750	2669.16	-999	1.7304	60	B	2	50	
172	172	147339	  44.9830	-107.1830	4465.75	-999	1.6800	60	B	2	50	
1720	1720	112718	  46.0250	-105.9750	2669.16	-999	1.6800	60	B	2	50	
1721	1721	112719	  46.0250	-105.9330	2681.89	-999	1.6800	60	B	2	50	
1722	1722	112719	  46.0250	-105.9330	2681.89	-999	1.6800	60	B	2	50	
1723	1723	112718	  46.0250	-105.9750	2669.16	-999	1.6800	60	B	2	50	
1724	1724	112718	  46.0250	-105.9750	2669.16	-999	1.8000	60	B	2	50	
1725	1725	112718	  46.0250	-105.9750	2669.16	-999	1.8000	60	B	2	50	
1726	1726	112718	  46.0250	-105.9750	2669.16	-999	1.7998	60	B	2	50	
1727	1727	112718	  46.0250	-105.9750	2669.16	-999	1.8000	60	B	2	50	
1728	1728	112719	  46.0250	-105.9330	2681.89	-999	1.8000	60	B	2	50	
1729	1729	112718	  46.0250	-105.9750	2669.16	-999	1.8000	60	B	2	50	
173	173	147348	  44.9830	-106.8080	3577.56	-999	1.9200	60	B	2	50	
1730	1730	112719	  46.0250	-105.9330	2681.89	-999	1.8000	60	B	2	50	
1731	1731	112719	  46.0250	-105.9330	2681.89	-999	1.7853	60	B	2	50	
1732	1732	111333	  46.0670	-105.9330	2647.77	-999	1.8000	60	B	2	50	
1733	1733	112719	  46.0250	-105.9330	2681.89	-999	1.8000	60	B	2	50	
1734	1734	112719	  46.0250	-105.9330	2681.89	-999	1.8000	60	B	2	50	
1735	1735	112719	  46.0250	-105.9330	2681.89	-999	1.8000	60	B	2	50	
1736	1736	112719	  46.0250	-105.9330	2681.89	-999	1.8000	60	B	2	50	
1737	1737	111333	  46.0670	-105.9330	2647.77	-999	1.8000	60	B	2	50	
1738	1738	111333	  46.0670	-105.9330	2647.77	-999	1.6800	60	B	2	50	
1739	1739	111333	  46.0670	-105.9330	2647.77	-999	1.8000	60	B	2	50	
174	174	147339	  44.9830	-107.1830	4465.75	-999	1.6800	60	B	2	50	
1740	1740	111333	  46.0670	-105.9330	2647.77	-999	1.8000	60	B	2	50	
1741	1741	111333	  46.0670	-105.9330	2647.77	-999	1.7977	60	B	2	50	
1742	1742	111333	  46.0670	-105.9330	2647.77	-999	1.8000	60	B	2	50	
1743	1743	111333	  46.0670	-105.9330	2647.77	-999	1.8000	60	B	2	50	
1744	1744	111334	  46.0670	-105.8920	2639.76	-999	1.8000	60	B	2	50	
1745	1745	111333	  46.0670	-105.9330	2647.77	-999	1.8000	60	B	2	50	
1746	1746	111333	  46.0670	-105.9330	2647.77	-999	1.8000	60	B	2	50	
1747	1747	111333	  46.0670	-105.9330	2647.77	-999	1.8000	60	B	2	50	
1748	1748	111333	  46.0670	-105.9330	2647.77	-999	1.8000	60	B	2	50	
1749	1749	111333	  46.0670	-105.9330	2647.77	-999	1.8000	60	B	2	50	
175	175	147339	  44.9830	-107.1830	4465.75	-999	1.6800	60	B	2	50	
1750	1750	111334	  46.0670	-105.8920	2639.76	-999	1.7642	60	B	2	50	
1751	1751	111334	  46.0670	-105.8920	2639.76	-999	1.6815	60	B	2	50	
1752	1752	111333	  46.0670	-105.9330	2647.77	-999	1.8000	60	B	2	50	
1753	1753	109948	  46.1080	-105.8920	2651.57	-999	1.8000	60	B	2	50	
1754	1754	109948	  46.1080	-105.8920	2651.57	-999	1.8000	60	B	2	50	
1755	1755	109948	  46.1080	-105.8920	2651.57	-999	1.8000	60	B	2	50	
1756	1756	111334	  46.0670	-105.8920	2639.76	-999	1.8000	60	B	2	50	
1757	1757	109949	  46.1080	-105.8500	2594.36	-999	1.7923	60	B	2	50	
1758	1758	111334	  46.0670	-105.8920	2639.76	-999	1.7398	60	B	2	50	
1759	1759	109948	  46.1080	-105.8920	2651.57	-999	1.8000	60	B	2	50	
176	176	147347	  44.9830	-106.8500	3585.96	-999	1.9200	60	B	2	50	
1760	1760	111334	  46.0670	-105.8920	2639.76	-999	1.8000	60	B	2	50	
1761	1761	109948	  46.1080	-105.8920	2651.57	-999	1.8000	60	B	2	50	
1762	1762	109948	  46.1080	-105.8920	2651.57	-999	1.8000	60	B	2	50	
1763	1763	109949	  46.1080	-105.8500	2594.36	-999	1.7548	60	B	2	50	
1764	1764	109950	  46.1080	-105.8080	2584.65	-999	1.7243	60	B	2	50	
1765	1765	109950	  46.1080	-105.8080	2584.65	-999	1.7783	60	B	2	50	
1766	1766	109950	  46.1080	-105.8080	2584.65	-999	1.8000	60	B	2	50	
1767	1767	109949	  46.1080	-105.8500	2594.36	-999	1.8000	60	B	2	50	
1768	1768	109949	  46.1080	-105.8500	2594.36	-999	1.8000	60	B	2	50	
1769	1769	109949	  46.1080	-105.8500	2594.36	-999	1.7399	60	B	2	50	
177	177	147336	  44.9830	-107.3080	4349.21	-999	1.9200	60	B	2	50	
1770	1770	109949	  46.1080	-105.8500	2594.36	-999	1.8000	60	B	2	50	
1771	1771	109950	  46.1080	-105.8080	2584.65	-999	1.6800	60	B	2	50	
1772	1772	109950	  46.1080	-105.8080	2584.65	-999	1.6800	60	B	2	50	
1773	1773	109950	  46.1080	-105.8080	2584.65	-999	1.6800	60	B	2	50	
1774	1774	109950	  46.1080	-105.8080	2584.65	-999	1.6809	60	B	2	50	
1775	1775	109950	  46.1080	-105.8080	2584.65	-999	1.6800	60	B	2	50	
1776	1776	111333	  46.0670	-105.9330	2647.77	-999	1.6800	60	B	2	50	
1777	1777	111333	  46.0670	-105.9330	2647.77	-999	1.6800	60	B	2	50	
1778	1778	108564	  46.1500	-105.8080	2546.72	-999	1.8000	60	B	2	50	
1779	1779	108564	  46.1500	-105.8080	2546.72	-999	1.8000	60	B	2	50	
178	178	147342	  44.9830	-107.0580	4249.08	-999	1.6800	60	B	2	50	
1780	1780	108564	  46.1500	-105.8080	2546.72	-999	1.7038	60	B	2	50	
1781	1781	108564	  46.1500	-105.8080	2546.72	-999	1.7955	60	B	2	50	
1782	1782	108564	  46.1500	-105.8080	2546.72	-999	1.8000	60	B	2	50	
1783	1783	108564	  46.1500	-105.8080	2546.72	-999	1.8000	60	B	2	50	
1784	1784	108564	  46.1500	-105.8080	2546.72	-999	1.8000	60	B	2	50	
1785	1785	108564	  46.1500	-105.8080	2546.72	-999	1.7157	60	B	2	50	
1786	1786	108564	  46.1500	-105.8080	2546.72	-999	1.7542	60	B	2	50	
1787	1787	108564	  46.1500	-105.8080	2546.72	-999	1.8000	60	B	2	50	
1788	1788	108564	  46.1500	-105.8080	2546.72	-999	1.8000	60	B	2	50	
1789	1789	107178	  46.1920	-105.8080	2610.37	-999	1.8000	60	B	2	50	
179	179	147341	  44.9830	-107.1000	4415.49	-999	1.5600	60	B	2	50	
1790	1790	108564	  46.1500	-105.8080	2546.72	-999	1.8000	60	B	2	50	
1791	1791	107178	  46.1920	-105.8080	2610.37	-999	1.7042	60	B	2	50	
1792	1792	107179	  46.1920	-105.7670	2518.37	-999	1.6800	60	B	2	50	
1793	1793	107178	  46.1920	-105.8080	2610.37	-999	1.8000	60	B	2	50	
1794	1794	107179	  46.1920	-105.7670	2518.37	-999	1.6822	60	B	2	50	
1795	1795	107179	  46.1920	-105.7670	2518.37	-999	1.7516	60	B	2	50	
1796	1796	107179	  46.1920	-105.7670	2518.37	-999	1.6800	60	B	2	50	
1797	1797	107179	  46.1920	-105.7670	2518.37	-999	1.7908	60	B	2	50	
1798	1798	107179	  46.1920	-105.7670	2518.37	-999	1.8000	60	B	2	50	
1799	1799	107179	  46.1920	-105.7670	2518.37	-999	1.7720	60	B	2	50	
18	18	155657	  44.7330	-107.1000	4240.03	-999	1.8000	60	B	2	50	
180	180	147342	  44.9830	-107.0580	4249.08	-999	1.6800	60	B	2	50	
1800	1800	107179	  46.1920	-105.7670	2518.37	-999	1.6800	60	B	2	50	
1801	1801	107178	  46.1920	-105.8080	2610.37	-999	1.7997	60	B	2	50	
1802	1802	107179	  46.1920	-105.7670	2518.37	-999	1.6800	60	B	2	50	
1803	1803	107179	  46.1920	-105.7670	2518.37	-999	1.6800	60	B	2	50	
1804	1804	107179	  46.1920	-105.7670	2518.37	-999	1.7536	60	B	2	50	
1805	1805	107179	  46.1920	-105.7670	2518.37	-999	1.8000	60	B	2	50	
1806	1806	107179	  46.1920	-105.7670	2518.37	-999	1.8000	60	B	2	50	
1807	1807	107179	  46.1920	-105.7670	2518.37	-999	1.8000	60	B	2	50	
1808	1808	107179	  46.1920	-105.7670	2518.37	-999	1.7914	60	B	2	50	
1809	1809	107179	  46.1920	-105.7670	2518.37	-999	1.8000	60	B	2	50	
181	181	147340	  44.9830	-107.1420	4492.52	-999	1.6800	60	B	2	50	
1810	1810	107179	  46.1920	-105.7670	2518.37	-999	1.8000	60	B	2	50	
1811	1811	105793	  46.2330	-105.7670	2542.65	-999	1.6835	60	B	2	50	
1812	1812	105793	  46.2330	-105.7670	2542.65	-999	1.8000	60	B	2	50	
1813	1813	105793	  46.2330	-105.7670	2542.65	-999	1.6908	60	B	2	50	
1814	1814	105793	  46.2330	-105.7670	2542.65	-999	1.7339	60	B	2	50	
1815	1815	105793	  46.2330	-105.7670	2542.65	-999	1.8000	60	B	2	50	
1816	1816	105793	  46.2330	-105.7670	2542.65	-999	1.7841	60	B	2	50	
1817	1817	105793	  46.2330	-105.7670	2542.65	-999	1.7744	60	B	2	50	
1818	1818	105793	  46.2330	-105.7670	2542.65	-999	1.6800	60	B	2	50	
1819	1819	105793	  46.2330	-105.7670	2542.65	-999	1.8000	60	B	2	50	
182	182	147336	  44.9830	-107.3080	4349.21	-999	1.9200	60	B	2	50	
1820	1820	105793	  46.2330	-105.7670	2542.65	-999	1.8000	60	B	2	50	
1821	1821	105793	  46.2330	-105.7670	2542.65	-999	1.7578	60	B	2	50	
1822	1822	105793	  46.2330	-105.7670	2542.65	-999	1.6800	60	B	2	50	
1823	1823	105794	  46.2330	-105.7250	2535.43	-999	1.8000	60	B	2	50	
1824	1824	105794	  46.2330	-105.7250	2535.43	-999	1.8000	60	B	2	50	
1825	1825	105794	  46.2330	-105.7250	2535.43	-999	1.8000	60	B	2	50	
1826	1826	105794	  46.2330	-105.7250	2535.43	-999	1.8000	60	B	2	50	
1827	1827	105793	  46.2330	-105.7670	2542.65	-999	1.8000	60	B	2	50	
1828	1828	104407	  46.2750	-105.7670	2481.36	-999	1.8000	60	B	2	50	
1829	1829	104407	  46.2750	-105.7670	2481.36	-999	1.8000	60	B	2	50	
183	183	147343	  44.9830	-107.0170	4106.82	-999	1.5600	60	B	2	50	
1830	1830	105793	  46.2330	-105.7670	2542.65	-999	1.7727	60	B	2	50	
1831	1831	105793	  46.2330	-105.7670	2542.65	-999	1.8000	60	B	2	50	
1832	1832	104407	  46.2750	-105.7670	2481.36	-999	1.8000	60	B	2	50	
1833	1833	104407	  46.2750	-105.7670	2481.36	-999	1.8000	60	B	2	50	
1834	1834	104407	  46.2750	-105.7670	2481.36	-999	1.8000	60	B	2	50	
1835	1835	104407	  46.2750	-105.7670	2481.36	-999	1.8000	60	B	2	50	
1836	1836	104407	  46.2750	-105.7670	2481.36	-999	1.8000	60	B	2	50	
1837	1837	104407	  46.2750	-105.7670	2481.36	-999	1.6800	60	B	2	50	
1838	1838	104407	  46.2750	-105.7670	2481.36	-999	1.6800	60	B	2	50	
1839	1839	104407	  46.2750	-105.7670	2481.36	-999	1.7872	60	B	2	50	
184	184	154272	  44.7750	-107.0580	4110.11	-999	1.8712	60	B	2	50	
1840	1840	104407	  46.2750	-105.7670	2481.36	-999	1.8000	60	B	2	50	
1841	1841	104407	  46.2750	-105.7670	2481.36	-999	1.8000	60	B	2	50	
1842	1842	104407	  46.2750	-105.7670	2481.36	-999	1.8000	60	B	2	50	
1843	1843	104407	  46.2750	-105.7670	2481.36	-999	1.8000	60	B	2	50	
1844	1844	104407	  46.2750	-105.7670	2481.36	-999	1.8000	60	B	2	50	
1845	1845	104407	  46.2750	-105.7670	2481.36	-999	1.8000	60	B	2	50	
1846	1846	104407	  46.2750	-105.7670	2481.36	-999	1.8000	60	B	2	50	
1847	1847	104407	  46.2750	-105.7670	2481.36	-999	1.8000	60	B	2	50	
1848	1848	104407	  46.2750	-105.7670	2481.36	-999	1.7993	60	B	2	50	
1849	1849	104407	  46.2750	-105.7670	2481.36	-999	1.8000	60	B	2	50	
185	185	154274	  44.7750	-106.9750	3941.08	-999	1.8000	60	B	2	50	
1850	1850	103021	  46.3170	-105.7670	2440.42	-999	1.6800	60	B	2	50	
1851	1851	103021	  46.3170	-105.7670	2440.42	-999	1.7913	60	B	2	50	
1852	1852	103021	  46.3170	-105.7670	2440.42	-999	1.7881	60	B	2	50	
1853	1853	103021	  46.3170	-105.7670	2440.42	-999	1.8000	60	B	2	50	
1854	1854	103021	  46.3170	-105.7670	2440.42	-999	1.8000	60	B	2	50	
1855	1855	103021	  46.3170	-105.7670	2440.42	-999	1.8000	60	B	2	50	
1856	1856	103021	  46.3170	-105.7670	2440.42	-999	1.8000	60	B	2	50	
1857	1857	103021	  46.3170	-105.7670	2440.42	-999	1.7827	60	B	2	50	
1858	1858	103021	  46.3170	-105.7670	2440.42	-999	1.6800	60	B	2	50	
1859	1859	103021	  46.3170	-105.7670	2440.42	-999	1.6800	60	B	2	50	
186	186	154272	  44.7750	-107.0580	4110.11	-999	1.9200	60	B	2	50	
1860	1860	103021	  46.3170	-105.7670	2440.42	-999	1.6800	60	B	2	50	
1861	1861	103021	  46.3170	-105.7670	2440.42	-999	1.6800	60	B	2	50	
1862	1862	103021	  46.3170	-105.7670	2440.42	-999	1.6800	60	B	2	50	
1863	1863	103021	  46.3170	-105.7670	2440.42	-999	1.7895	60	B	2	50	
1864	1864	103021	  46.3170	-105.7670	2440.42	-999	1.7234	60	B	2	50	
1865	1865	103021	  46.3170	-105.7670	2440.42	-999	1.7949	60	B	2	50	
1866	1866	103021	  46.3170	-105.7670	2440.42	-999	1.8000	60	B	2	50	
1867	1867	103021	  46.3170	-105.7670	2440.42	-999	1.7999	60	B	2	50	
1868	1868	103021	  46.3170	-105.7670	2440.42	-999	1.8000	60	B	2	50	
1869	1869	103021	  46.3170	-105.7670	2440.42	-999	1.8000	60	B	2	50	
187	187	154274	  44.7750	-106.9750	3941.08	-999	1.8000	60	B	2	50	
1870	1870	103020	  46.3170	-105.8080	2494.62	-999	1.8000	60	B	2	50	
1871	1871	101635	  46.3580	-105.7670	2533.33	-999	1.8000	60	B	2	50	
1872	1872	101634	  46.3580	-105.8080	2418.11	-999	1.7935	60	B	2	50	
1873	1873	101634	  46.3580	-105.8080	2418.11	-999	1.7850	60	B	2	50	
1874	1874	101634	  46.3580	-105.8080	2418.11	-999	1.7957	60	B	2	50	
1875	1875	101634	  46.3580	-105.8080	2418.11	-999	1.7576	60	B	2	50	
1876	1876	101635	  46.3580	-105.7670	2533.33	-999	1.6800	60	B	2	50	
1877	1877	101634	  46.3580	-105.8080	2418.11	-999	1.7821	60	B	2	50	
1878	1878	101635	  46.3580	-105.7670	2533.33	-999	1.6800	60	B	2	50	
1879	1879	101634	  46.3580	-105.8080	2418.11	-999	1.6800	60	B	2	50	
188	188	154271	  44.7750	-107.1000	4243.31	-999	1.9200	60	B	2	50	
1880	1880	101635	  46.3580	-105.7670	2533.33	-999	1.6800	60	B	2	50	
1881	1881	101634	  46.3580	-105.8080	2418.11	-999	1.7987	60	B	2	50	
1882	1882	101634	  46.3580	-105.8080	2418.11	-999	1.8000	60	B	2	50	
1883	1883	101634	  46.3580	-105.8080	2418.11	-999	1.7994	60	B	2	50	
1884	1884	101634	  46.3580	-105.8080	2418.11	-999	1.8000	60	B	2	50	
1885	1885	101634	  46.3580	-105.8080	2418.11	-999	1.8000	60	B	2	50	
1886	1886	101634	  46.3580	-105.8080	2418.11	-999	1.8000	60	B	2	50	
1887	1887	101634	  46.3580	-105.8080	2418.11	-999	1.8000	60	B	2	50	
1888	1888	101634	  46.3580	-105.8080	2418.11	-999	1.8000	60	B	2	50	
1889	1889	101634	  46.3580	-105.8080	2418.11	-999	1.8000	60	B	2	50	
189	189	154271	  44.7750	-107.1000	4243.31	-999	1.9200	60	B	2	50	
1890	1890	101634	  46.3580	-105.8080	2418.11	-999	1.8000	60	B	2	50	
